S.No.,Age,Gender,Year in school,Subjects,Monthly_income,Financial_aid,Tuition,Housing,food,Junk food,Transport,Books,Entertainment,Personal,Technology,Recharge,Gym,Weekend,Health,Miscellaneous,Preferred_payment_method,Total,Average
202,24,Male,Freshman,Computer Science,918,273,3012,759,113,245,181,62,99,81,226,345,4000,450,155,199,Credit/Debit Card,10200,680
203,23,Female,Junior,Biology,504,775,4132,997,237,245,69,199,111,58,62,345,4000,450,195,195,Credit/Debit Card,12070,804.6666667
204,24,Female,Senior,Economics,1203,115,3234,858,249,245,157,292,132,94,278,345,4000,450,66,49,Cash,10564,704.2666667
205,20,Female,Senior,Psychology,951,279,4004,453,366,245,121,287,71,65,207,345,4000,450,129,122,Mobile Payment App,11144,742.9333333
206,24,Non-binary,Sophomore,Psychology,857,583,3939,587,147,245,126,160,117,85,98,345,4000,450,69,143,Mobile Payment App,11094,739.6
207,19,Male,Senior,Psychology,812,539,3191,744,108,245,189,296,31,81,204,345,4000,450,87,34,Cash,10544,702.9333333
208,18,Male,Sophomore,Computer Science,540,649,5188,746,173,245,147,113,139,29,103,345,4000,450,73,118,Credit/Debit Card,12518,834.5333333
209,19,Non-binary,Junior,Psychology,889,483,3007,673,225,245,113,113,148,40,256,345,4000,450,171,175,Cash,10444,696.2666667
210,18,Non-binary,Freshman,Psychology,992,680,5718,533,241,245,84,276,65,81,141,345,4000,450,171,51,Credit/Debit Card,13081,872.0666667
211,21,Male,Junior,Biology,760,869,3712,567,291,245,94,86,141,97,55,345,4000,450,165,44,Mobile Payment App,11161,744.0666667
212,25,Male,Sophomore,Biology,1199,996,4865,533,207,245,123,70,104,76,256,345,4000,450,189,192,Credit/Debit Card,12651,843.4
213,20,Female,Junior,Biology,578,460,4893,488,139,245,168,58,105,92,177,345,4000,450,183,92,Credit/Debit Card,11895,793
214,24,Female,Senior,Economics,994,940,4885,487,143,245,54,79,74,53,77,345,4000,450,66,22,Cash,11920,794.6666667
215,18,Non-binary,Junior,Economics,552,481,5312,937,307,245,77,71,21,52,127,345,4000,450,46,77,Mobile Payment App,12548,836.5333333
216,21,Male,Junior,Computer Science,1444,792,5866,607,396,245,189,125,76,80,59,345,4000,450,79,78,Credit/Debit Card,13387,892.4666667
217,19,Female,Junior,Psychology,1203,550,3282,654,182,245,108,288,147,38,92,345,4000,450,182,128,Mobile Payment App,10691,712.7333333
218,25,Female,Sophomore,Computer Science,1481,50,4898,982,157,245,162,159,30,76,225,345,4000,450,99,166,Credit/Debit Card,12044,802.9333333
219,25,Non-binary,Sophomore,Economics,700,174,5318,846,206,245,108,284,70,23,220,345,4000,450,169,142,Credit/Debit Card,12600,840
220,25,Female,Junior,Economics,1087,415,5282,503,155,245,186,116,31,31,108,345,4000,450,141,200,Mobile Payment App,12208,813.8666667
221,23,Male,Senior,Economics,672,699,4520,435,153,245,180,61,75,56,248,345,4000,450,195,82,Mobile Payment App,11744,782.9333333
222,21,Male,Sophomore,Computer Science,825,882,4307,589,181,245,54,89,113,55,266,345,4000,450,34,176,Credit/Debit Card,11786,785.7333333
223,24,Male,Sophomore,Computer Science,1033,267,5997,806,374,245,86,229,78,31,139,345,4000,450,153,77,Cash,13277,885.1333333
224,25,Non-binary,Freshman,Engineering,774,250,5306,942,324,245,73,271,107,77,92,345,4000,450,80,66,Credit/Debit Card,12628,841.8666667
225,23,Male,Junior,Engineering,1365,744,3066,936,265,245,52,121,46,85,292,345,4000,450,128,115,Credit/Debit Card,10890,726
226,25,Non-binary,Sophomore,Economics,810,826,3709,938,206,245,180,112,82,45,165,345,4000,450,110,98,Mobile Payment App,11511,767.4
227,22,Male,Sophomore,Economics,856,33,5420,967,391,245,112,196,43,71,294,345,4000,450,91,139,Mobile Payment App,12797,853.1333333
228,21,Female,Senior,Psychology,985,586,4345,481,110,245,141,135,103,42,270,345,4000,450,194,196,Credit/Debit Card,11643,776.2
229,22,Non-binary,Junior,Biology,919,369,4599,788,119,245,170,58,124,34,97,345,4000,450,64,185,Credit/Debit Card,11647,776.4666667
230,18,Female,Sophomore,Biology,637,130,5152,559,340,245,62,226,42,72,244,345,4000,450,197,42,Cash,12106,807.0666667
231,20,Male,Freshman,Economics,894,327,3535,689,213,245,127,69,116,50,143,345,4000,450,81,51,Credit/Debit Card,10441,696.0666667
232,22,Female,Senior,Economics,874,561,3452,504,299,245,111,237,113,71,104,345,4000,450,45,62,Cash,10599,706.6
233,22,Female,Junior,Computer Science,850,699,3180,777,196,245,102,212,98,75,192,345,4000,450,48,106,Credit/Debit Card,10725,715
234,24,Non-binary,Junior,Engineering,879,865,5743,921,249,245,189,222,111,71,112,345,4000,450,60,133,Credit/Debit Card,13716,914.4
235,24,Female,Junior,Economics,811,346,3527,795,308,245,106,74,126,23,299,345,4000,450,111,152,Credit/Debit Card,10907,727.1333333
236,21,Male,Sophomore,Computer Science,809,768,4079,505,186,245,176,217,70,81,194,345,4000,450,193,91,Cash,11600,773.3333333
237,18,Non-binary,Senior,Psychology,596,316,5494,567,308,245,54,126,149,46,278,345,4000,450,134,21,Credit/Debit Card,12533,835.5333333
238,25,Male,Sophomore,Economics,856,102,3647,500,341,245,123,198,85,73,208,345,4000,450,58,21,Mobile Payment App,10396,693.0666667
239,25,Male,Senior,Computer Science,886,143,3489,676,219,245,61,198,99,95,178,345,4000,450,46,188,Mobile Payment App,10432,695.4666667
240,24,Female,Sophomore,Psychology,1205,715,5781,428,346,245,190,79,37,28,57,345,4000,450,182,133,Mobile Payment App,13016,867.7333333
241,21,Non-binary,Freshman,Biology,1353,444,4343,622,341,245,198,152,106,44,236,345,4000,450,60,171,Cash,11757,783.8
242,22,Male,Junior,Computer Science,1268,886,4960,917,100,245,53,102,98,66,228,345,4000,450,124,176,Cash,12750,850
243,23,Non-binary,Sophomore,Psychology,1112,5,3873,737,188,245,101,266,46,76,73,345,4000,450,190,159,Cash,10754,716.9333333
244,20,Female,Junior,Engineering,1206,639,5211,720,363,245,66,120,134,85,152,345,4000,450,52,30,Cash,12612,840.8
245,24,Male,Junior,Biology,1159,465,3153,891,226,245,55,95,46,58,284,345,4000,450,41,88,Mobile Payment App,10442,696.1333333
246,19,Non-binary,Sophomore,Biology,1250,113,4859,521,305,245,92,133,77,92,69,345,4000,450,108,116,Mobile Payment App,11525,768.3333333
247,20,Non-binary,Freshman,Computer Science,1120,327,5509,670,120,245,130,178,52,71,267,345,4000,450,38,63,Mobile Payment App,12465,831
248,24,Non-binary,Senior,Computer Science,1277,520,4706,538,374,245,183,243,80,74,246,345,4000,450,152,46,Cash,12202,813.4666667
249,19,Male,Freshman,Psychology,1442,463,5284,537,307,245,157,113,60,39,261,345,4000,450,178,115,Mobile Payment App,12554,836.9333333
250,24,Non-binary,Junior,Biology,776,16,4353,460,358,245,95,219,27,61,178,345,4000,450,173,168,Cash,11148,743.2
251,21,Female,Sophomore,Biology,800,311,3641,438,331,245,60,125,22,41,253,345,4000,450,45,78,Mobile Payment App,10385,692.3333333
252,18,Female,Junior,Computer Science,1078,910,5416,507,232,245,175,64,129,55,136,345,4000,450,156,52,Credit/Debit Card,12872,858.1333333
253,20,Male,Junior,Computer Science,1404,747,3920,760,237,245,104,122,28,82,115,345,4000,450,75,56,Mobile Payment App,11286,752.4
254,21,Non-binary,Junior,Psychology,1097,70,4255,447,101,245,125,267,119,58,76,345,4000,450,37,94,Credit/Debit Card,10689,712.6
255,22,Non-binary,Freshman,Biology,835,244,3098,834,380,245,95,243,39,51,178,345,4000,450,101,110,Credit/Debit Card,10413,694.2
256,18,Non-binary,Senior,Economics,755,757,3221,820,301,245,126,231,77,71,284,345,4000,450,99,111,Credit/Debit Card,11138,742.5333333
257,19,Male,Freshman,Engineering,1087,133,5170,872,133,245,86,177,73,63,198,345,4000,450,167,32,Credit/Debit Card,12144,809.6
258,23,Male,Sophomore,Computer Science,931,950,3012,636,329,245,187,96,141,96,246,345,4000,450,193,121,Cash,11047,736.4666667
259,20,Female,Sophomore,Psychology,983,321,4912,761,350,245,177,256,61,73,206,345,4000,450,63,179,Credit/Debit Card,12399,826.6
260,21,Non-binary,Sophomore,Engineering,639,854,4160,676,174,245,107,208,71,48,231,345,4000,450,192,169,Mobile Payment App,11930,795.3333333
261,20,Male,Junior,Engineering,527,438,4231,961,212,245,60,287,57,31,80,345,4000,450,162,40,Mobile Payment App,11599,773.2666667
262,24,Male,Junior,Computer Science,744,666,4930,853,134,245,115,197,107,73,256,345,4000,450,117,34,Mobile Payment App,12522,834.8
263,21,Male,Freshman,Economics,1118,367,3821,956,287,245,112,267,65,92,147,345,4000,450,149,50,Mobile Payment App,11353,756.8666667
264,22,Male,Senior,Engineering,1276,606,3809,970,124,245,97,271,96,81,110,345,4000,450,136,42,Credit/Debit Card,11382,758.8
265,25,Female,Junior,Engineering,880,863,4771,903,291,245,100,292,108,55,217,345,4000,450,164,51,Cash,12855,857
266,23,Male,Freshman,Engineering,1424,887,4645,854,140,245,145,156,35,36,50,345,4000,450,114,153,Mobile Payment App,12255,817
267,22,Female,Senior,Psychology,1276,500,3568,785,338,245,144,298,91,64,173,345,4000,450,98,109,Mobile Payment App,11208,747.2
268,19,Non-binary,Junior,Computer Science,697,943,5958,824,274,245,200,89,56,31,268,345,4000,450,175,96,Mobile Payment App,13954,930.2666667
269,23,Non-binary,Senior,Computer Science,1379,500,3665,946,114,245,143,211,92,20,83,345,4000,450,113,110,Mobile Payment App,11037,735.8
270,20,Female,Freshman,Computer Science,1466,977,5400,698,283,245,135,58,135,96,171,345,4000,450,30,85,Credit/Debit Card,13108,873.8666667
271,24,Male,Junior,Biology,1126,649,3565,483,259,245,63,53,57,43,65,345,4000,450,40,86,Cash,10403,693.5333333
272,23,Non-binary,Senior,Biology,1126,9,5535,1000,206,245,135,84,70,95,295,345,4000,450,120,73,Cash,12662,844.1333333
273,21,Non-binary,Senior,Biology,618,916,4952,459,192,245,145,202,86,81,122,345,4000,450,150,113,Cash,12458,830.5333333
274,22,Non-binary,Junior,Biology,785,303,3495,407,245,245,64,92,47,82,94,345,4000,450,104,184,Mobile Payment App,10157,677.1333333
275,18,Non-binary,Senior,Computer Science,770,554,3535,468,171,245,104,93,75,22,74,345,4000,450,191,182,Cash,10509,700.6
276,25,Non-binary,Sophomore,Psychology,1431,856,5216,528,377,245,155,191,149,56,117,345,4000,450,124,173,Credit/Debit Card,12982,865.4666667
277,18,Female,Freshman,Biology,1338,491,3955,781,100,245,139,175,129,24,167,345,4000,450,149,137,Credit/Debit Card,11287,752.4666667
278,25,Female,Sophomore,Psychology,1121,794,3517,407,363,245,101,170,60,30,168,345,4000,450,101,124,Mobile Payment App,10875,725
279,24,Female,Freshman,Engineering,1245,675,5833,944,195,245,107,88,79,95,166,345,4000,450,199,122,Credit/Debit Card,13543,902.8666667
280,20,Female,Senior,Computer Science,748,223,3343,919,100,245,142,266,77,60,103,345,4000,450,199,87,Mobile Payment App,10559,703.9333333
281,20,Female,Junior,Biology,1389,477,3610,811,152,245,91,234,82,33,171,345,4000,450,96,31,Credit/Debit Card,10828,721.8666667
282,19,Female,Junior,Engineering,1122,790,5969,840,365,245,104,134,64,98,201,345,4000,450,57,168,Credit/Debit Card,13830,922
283,23,Male,Senior,Psychology,1113,955,5456,773,349,245,178,79,135,78,200,345,4000,450,135,127,Cash,13505,900.3333333
284,20,Female,Sophomore,Economics,879,547,5055,407,169,245,105,280,90,62,238,345,4000,450,82,172,Cash,12247,816.4666667
285,18,Non-binary,Freshman,Economics,1489,202,4710,921,101,245,187,122,130,38,246,345,4000,450,96,193,Mobile Payment App,11986,799.0666667
286,22,Female,Freshman,Biology,869,85,5866,754,379,245,127,214,111,64,276,345,4000,450,37,105,Cash,13058,870.5333333
287,23,Male,Junior,Psychology,1381,520,5066,624,356,245,65,97,55,84,106,345,4000,450,65,51,Mobile Payment App,12129,808.6
288,21,Non-binary,Sophomore,Biology,1325,735,4012,880,270,245,200,230,121,97,248,345,4000,450,102,157,Cash,12092,806.1333333
289,20,Male,Senior,Psychology,581,492,3705,448,318,245,114,186,129,85,215,345,4000,450,188,100,Cash,11020,734.6666667
290,22,Non-binary,Senior,Engineering,694,245,4140,692,398,245,92,215,25,92,247,345,4000,450,135,28,Mobile Payment App,11349,756.6
291,24,Female,Sophomore,Economics,615,563,3389,403,200,245,109,63,145,79,233,345,4000,450,64,153,Mobile Payment App,10441,696.0666667
292,25,Female,Sophomore,Economics,1394,519,4998,879,222,245,84,141,21,67,96,345,4000,450,101,111,Credit/Debit Card,12279,818.6
293,25,Female,Freshman,Biology,800,223,5867,828,298,245,94,166,127,81,229,345,4000,450,48,71,Credit/Debit Card,13072,871.4666667
294,20,Male,Senior,Psychology,913,634,3541,668,375,245,187,171,70,91,90,345,4000,450,133,200,Cash,11200,746.6666667
295,19,Male,Sophomore,Psychology,1243,882,5570,574,106,245,190,73,85,97,264,345,4000,450,94,82,Mobile Payment App,13057,870.4666667
296,20,Female,Sophomore,Economics,655,685,3115,481,270,245,157,133,97,22,112,345,4000,450,80,98,Credit/Debit Card,10290,686
297,18,Male,Freshman,Biology,667,647,4637,906,225,245,123,204,81,36,89,345,4000,450,33,137,Credit/Debit Card,12158,810.5333333
298,24,Non-binary,Senior,Economics,1458,7,5143,505,329,245,140,265,138,65,81,345,4000,450,49,198,Credit/Debit Card,11960,797.3333333
299,22,Non-binary,Sophomore,Biology,925,350,4445,529,227,245,51,173,132,24,58,345,4000,450,183,74,Mobile Payment App,11286,752.4
300,21,Non-binary,Senior,Economics,1105,35,4114,417,308,245,178,152,142,90,286,345,4000,450,84,139,Credit/Debit Card,10985,732.3333333
301,18,Male,Junior,Biology,737,490,5522,758,135,245,160,105,65,80,281,345,4000,450,148,112,Cash,12896,859.7333333
302,25,Female,Freshman,Computer Science,1495,892,5525,767,182,245,97,213,135,30,196,345,4000,450,54,21,Mobile Payment App,13152,876.8
303,20,Male,Senior,Economics,1298,971,5002,717,249,245,63,214,72,40,220,345,4000,450,80,26,Mobile Payment App,12694,846.2666667
304,21,Male,Sophomore,Psychology,1272,784,3708,810,364,245,90,119,32,67,91,345,4000,450,146,150,Credit/Debit Card,11401,760.0666667
305,19,Female,Senior,Biology,511,825,5383,917,201,245,152,117,147,42,244,345,4000,450,75,126,Credit/Debit Card,13269,884.6
306,21,Female,Sophomore,Engineering,1161,566,5178,653,381,245,155,213,116,45,208,345,4000,450,139,174,Credit/Debit Card,12868,857.8666667
307,21,Male,Senior,Psychology,1112,943,5832,881,292,245,93,288,135,82,67,345,4000,450,102,157,Mobile Payment App,13912,927.4666667
308,25,Male,Junior,Economics,958,451,5949,655,163,245,78,96,150,54,78,345,4000,450,76,176,Cash,12966,864.4
309,25,Non-binary,Junior,Engineering,1176,186,4044,615,319,245,93,108,46,96,184,345,4000,450,61,37,Credit/Debit Card,10829,721.9333333
310,20,Non-binary,Senior,Engineering,727,451,3325,570,253,245,76,98,55,49,229,345,4000,450,96,97,Cash,10339,689.2666667
311,25,Non-binary,Senior,Biology,1483,826,3048,733,136,245,103,278,114,22,282,345,4000,450,110,60,Credit/Debit Card,10752,716.8
312,24,Male,Junior,Computer Science,881,97,4884,857,340,245,166,147,34,32,298,345,5000,450,115,38,Credit/Debit Card,13048,869.8666667
313,21,Male,Freshman,Engineering,1347,634,5766,562,398,245,134,222,43,56,108,345,5000,450,162,34,Mobile Payment App,14159,943.9333333
314,22,Female,Freshman,Psychology,725,132,4477,822,150,245,61,192,133,89,204,345,5000,450,133,95,Mobile Payment App,12528,835.2
315,18,Non-binary,Sophomore,Biology,1000,270,4171,859,194,245,139,246,102,65,93,345,5000,450,185,152,Credit/Debit Card,12516,834.4
316,24,Female,Sophomore,Engineering,795,580,4126,454,226,245,132,114,117,72,158,345,5000,450,133,132,Credit/Debit Card,12284,818.9333333
317,18,Male,Senior,Economics,869,447,3962,416,369,245,112,71,44,51,160,345,5000,450,74,43,Mobile Payment App,11789,785.9333333
318,24,Female,Freshman,Biology,543,177,4823,976,295,245,153,86,107,36,143,345,5000,450,118,172,Credit/Debit Card,13126,875.0666667
319,25,Male,Sophomore,Economics,1470,403,5561,704,178,245,104,173,36,50,81,345,5000,450,140,114,Credit/Debit Card,13584,905.6
320,19,Female,Freshman,Economics,734,838,4441,437,185,245,79,53,129,21,149,345,5000,450,120,53,Cash,12545,836.3333333
321,20,Female,Freshman,Computer Science,669,638,5929,588,290,298,176,218,74,23,199,345,5000,450,65,149,Mobile Payment App,14442,962.8
322,19,Female,Junior,Psychology,1336,417,4533,809,268,298,131,237,96,88,289,345,5000,450,113,120,Cash,13194,879.6
323,21,Female,Sophomore,Economics,1436,435,5414,748,274,298,89,220,34,79,241,345,5000,450,118,113,Mobile Payment App,13858,923.8666667
324,21,Non-binary,Freshman,Engineering,1339,777,5292,509,245,298,113,70,101,47,297,345,5000,450,156,41,Mobile Payment App,13741,916.0666667
325,18,Female,Freshman,Biology,609,201,4477,930,260,298,178,272,98,83,138,345,5000,450,129,52,Credit/Debit Card,12911,860.7333333
326,21,Non-binary,Sophomore,Economics,1036,169,4582,426,206,298,189,237,140,70,59,345,5000,450,105,123,Mobile Payment App,12399,826.6
327,25,Female,Senior,Engineering,1309,840,5575,923,257,298,115,263,78,20,236,345,5000,450,39,78,Mobile Payment App,14517,967.8
328,25,Male,Sophomore,Engineering,1471,521,4388,504,341,298,113,76,34,67,216,345,5000,450,78,36,Cash,12467,831.1333333
329,19,Male,Freshman,Engineering,658,487,3579,705,292,298,172,198,20,50,209,345,5000,450,68,21,Mobile Payment App,11894,792.9333333
330,19,Male,Junior,Engineering,684,728,5407,953,162,298,107,117,64,54,260,345,5000,450,166,168,Mobile Payment App,14279,951.9333333
331,20,Male,Sophomore,Computer Science,907,468,3358,877,152,298,170,63,44,47,176,345,5000,450,158,187,Credit/Debit Card,11793,786.2
332,18,Male,Freshman,Computer Science,846,671,4827,928,256,298,61,114,21,77,160,345,5000,450,133,143,Mobile Payment App,13484,898.9333333
333,18,Female,Sophomore,Biology,1175,963,5461,498,218,298,81,182,26,60,296,345,5000,450,143,24,Cash,14045,936.3333333
334,25,Male,Freshman,Biology,659,893,5837,867,142,298,77,163,105,79,184,345,5000,450,166,140,Credit/Debit Card,14746,983.0666667
335,18,Non-binary,Sophomore,Economics,1488,492,5185,450,152,298,120,218,91,81,257,345,5000,450,50,39,Cash,13228,881.8666667
336,22,Female,Senior,Psychology,1190,194,5107,483,299,298,179,173,30,68,144,345,5000,450,170,119,Cash,13059,870.6
337,19,Female,Junior,Psychology,742,543,5288,772,125,298,162,123,126,51,94,345,5000,450,113,71,Credit/Debit Card,13561,904.0666667
338,23,Non-binary,Freshman,Psychology,914,663,3265,809,175,298,60,125,21,81,135,345,5000,450,194,154,Credit/Debit Card,11775,785
339,19,Male,Freshman,Biology,1485,53,3659,651,221,298,198,124,141,85,293,345,5000,450,57,171,Cash,11746,783.0666667
340,20,Female,Junior,Biology,582,678,4190,722,112,298,188,97,133,66,69,345,5000,450,131,147,Credit/Debit Card,12626,841.7333333
341,19,Non-binary,Junior,Engineering,1468,415,4764,613,115,298,157,121,31,88,77,345,5000,450,56,117,Credit/Debit Card,12647,843.1333333
342,25,Female,Sophomore,Computer Science,1021,93,3755,512,104,298,188,146,103,63,183,345,5000,450,128,34,Cash,11402,760.1333333
343,24,Male,Freshman,Computer Science,760,281,4727,822,394,298,88,191,50,48,160,345,5000,450,188,81,Mobile Payment App,13123,874.8666667
344,24,Non-binary,Freshman,Economics,969,371,3771,889,336,298,59,298,35,89,201,345,5000,450,74,75,Cash,12291,819.4
345,23,Female,Senior,Biology,990,431,3846,594,330,298,89,114,54,72,82,345,5000,450,132,125,Mobile Payment App,11962,797.4666667
346,23,Non-binary,Sophomore,Engineering,1304,457,4240,878,111,298,165,86,123,41,120,345,5000,450,124,27,Cash,12465,831
347,23,Male,Sophomore,Biology,805,0,4759,409,255,298,101,285,49,45,89,345,5000,450,115,129,Credit/Debit Card,12329,821.9333333
348,25,Male,Senior,Engineering,1179,223,4058,952,340,298,118,65,121,51,174,345,5000,450,41,177,Credit/Debit Card,12413,827.5333333
349,18,Non-binary,Senior,Computer Science,573,299,3003,878,229,298,131,157,58,88,53,345,5000,450,182,190,Mobile Payment App,11361,757.4
350,25,Female,Senior,Psychology,843,4,4906,869,226,298,196,66,82,98,289,345,5000,450,58,148,Mobile Payment App,13035,869
351,23,Non-binary,Junior,Biology,1085,795,3056,501,170,298,136,155,70,46,192,345,5000,450,89,38,Mobile Payment App,11341,756.0666667
352,23,Female,Freshman,Biology,580,771,3789,707,322,298,170,244,114,75,79,345,5000,450,188,107,Credit/Debit Card,12659,843.9333333
353,25,Female,Sophomore,Computer Science,975,630,4785,693,316,298,177,263,121,62,233,345,5000,450,149,32,Cash,13554,903.6
354,23,Male,Senior,Psychology,602,608,4542,830,378,298,83,229,131,54,166,345,5000,450,145,160,Credit/Debit Card,13419,894.6
355,23,Non-binary,Senior,Economics,1103,873,4761,671,394,298,121,215,112,47,118,345,5000,450,119,115,Cash,13639,909.2666667
356,20,Non-binary,Freshman,Psychology,816,233,3909,949,136,298,165,53,59,30,275,345,5000,450,183,32,Mobile Payment App,12117,807.8
357,24,Male,Freshman,Engineering,1016,201,5042,606,142,298,54,188,106,64,162,345,5000,450,40,84,Cash,12782,852.1333333
358,23,Non-binary,Junior,Engineering,969,327,3449,516,312,298,182,186,25,44,186,345,5000,450,117,164,Cash,11601,773.4
359,21,Non-binary,Junior,Computer Science,918,831,5934,949,391,298,81,127,121,64,275,345,5000,450,141,159,Credit/Debit Card,15166,1011.066667
360,23,Non-binary,Senior,Computer Science,982,207,4397,710,159,298,118,89,109,87,225,345,5000,450,65,69,Mobile Payment App,12328,821.8666667
361,25,Male,Junior,Computer Science,1021,912,5979,785,293,298,86,228,32,46,135,345,5000,450,102,72,Cash,14763,984.2
362,22,Female,Sophomore,Psychology,521,884,5701,916,342,298,175,221,86,46,57,345,5000,450,112,27,Mobile Payment App,14660,977.3333333
363,24,Female,Freshman,Computer Science,1444,881,3721,458,269,298,70,89,72,50,182,345,5000,450,81,130,Mobile Payment App,12096,806.4
364,21,Male,Sophomore,Psychology,646,487,4218,822,124,298,74,108,52,97,68,345,5000,450,105,48,Credit/Debit Card,12296,819.7333333
365,21,Female,Freshman,Economics,1296,133,3728,464,212,298,184,298,72,53,198,345,5000,450,111,135,Mobile Payment App,11681,778.7333333
366,18,Non-binary,Freshman,Economics,1360,222,5759,810,164,298,153,77,60,99,180,345,5000,450,177,143,Mobile Payment App,13937,929.1333333
367,19,Female,Senior,Biology,1123,5,5407,404,345,298,122,187,73,20,215,345,5000,450,171,190,Cash,13232,882.1333333
368,18,Female,Senior,Psychology,1020,74,5837,552,123,298,138,267,98,63,267,345,5000,450,163,30,Mobile Payment App,13705,913.6666667
369,21,Female,Freshman,Computer Science,736,628,3757,743,256,298,180,209,92,92,228,345,5000,450,44,61,Credit/Debit Card,12383,825.5333333
370,23,Non-binary,Senior,Economics,931,322,5865,490,155,298,146,175,79,95,113,345,5000,450,142,139,Cash,13814,920.9333333
371,24,Male,Senior,Psychology,1443,982,3807,814,364,298,169,299,126,20,102,345,5000,450,193,127,Mobile Payment App,13096,873.0666667
372,22,Male,Freshman,Engineering,730,374,3483,675,230,298,68,212,124,72,156,345,5000,450,118,181,Cash,11786,785.7333333
373,25,Non-binary,Senior,Economics,561,759,4229,781,147,298,88,144,55,95,114,345,5000,450,142,56,Mobile Payment App,12703,846.8666667
374,25,Female,Sophomore,Economics,1212,616,5867,728,378,298,65,159,92,79,289,345,5000,450,35,75,Cash,14476,965.0666667
375,25,Non-binary,Freshman,Computer Science,1282,416,5824,594,309,298,121,108,58,91,234,345,5000,450,104,120,Cash,14072,938.1333333
376,21,Non-binary,Freshman,Biology,1438,364,5133,617,392,298,127,249,37,28,154,345,5000,450,170,174,Mobile Payment App,13538,902.5333333
377,18,Female,Senior,Psychology,702,531,4901,497,237,298,150,298,46,62,225,345,5000,450,123,130,Credit/Debit Card,13293,886.2
378,20,Male,Senior,Biology,1433,764,5002,589,397,298,51,288,135,100,71,345,5000,450,48,112,Credit/Debit Card,13650,910
379,25,Female,Freshman,Psychology,1444,542,4680,829,207,298,122,260,109,37,127,345,5000,450,43,69,Cash,13118,874.5333333
380,22,Female,Junior,Psychology,536,484,5803,413,326,298,104,86,99,69,197,345,5000,450,167,157,Cash,13998,933.2
381,18,Non-binary,Freshman,Engineering,1260,68,3610,637,296,298,86,87,50,54,230,345,5000,450,183,137,Credit/Debit Card,11531,768.7333333
382,18,Non-binary,Freshman,Biology,701,340,3235,969,337,298,65,152,113,99,169,345,5000,450,161,159,Cash,11892,792.8
383,18,Female,Freshman,Engineering,1309,144,3419,728,171,298,116,152,107,85,124,345,5000,450,76,78,Cash,11293,752.8666667
384,18,Non-binary,Sophomore,Economics,842,491,4582,473,202,298,156,279,120,81,270,345,5000,450,67,78,Credit/Debit Card,12892,859.4666667
385,24,Male,Freshman,Computer Science,617,863,3795,837,231,298,152,256,41,74,221,345,5000,450,130,106,Credit/Debit Card,12799,853.2666667
386,21,Non-binary,Junior,Engineering,1134,490,5864,714,370,298,96,199,114,82,67,345,5000,450,190,24,Cash,14303,953.5333333
387,23,Non-binary,Sophomore,Psychology,992,242,4210,495,187,298,114,58,132,96,154,345,5000,450,134,179,Mobile Payment App,12094,806.2666667
388,18,Non-binary,Freshman,Economics,1408,572,4271,477,320,298,78,150,150,81,163,345,5000,450,46,24,Mobile Payment App,12425,828.3333333
389,21,Female,Senior,Biology,1368,940,3234,405,334,298,59,114,23,67,135,345,5000,450,190,22,Mobile Payment App,11616,774.4
390,22,Male,Senior,Economics,716,157,4056,789,358,298,186,216,78,74,175,345,5000,450,169,109,Cash,12460,830.6666667
391,22,Non-binary,Freshman,Psychology,1224,581,5309,936,264,298,55,188,126,47,194,345,5000,450,79,26,Credit/Debit Card,13898,926.5333333
392,19,Non-binary,Senior,Biology,1349,788,4273,421,106,298,160,147,39,89,235,345,5000,450,182,43,Cash,12576,838.4
393,24,Female,Sophomore,Engineering,802,552,3146,724,213,298,95,135,103,70,267,345,5000,450,54,123,Cash,11575,771.6666667
394,18,Female,Senior,Psychology,973,318,3600,913,375,298,183,178,122,94,129,345,5000,450,66,148,Cash,12219,814.6
395,19,Female,Senior,Engineering,736,660,5945,478,342,298,75,279,43,49,107,345,5000,450,94,57,Mobile Payment App,14222,948.1333333
396,22,Male,Senior,Engineering,571,498,3897,648,181,298,56,275,86,57,287,345,5000,450,79,110,Mobile Payment App,12267,817.8
397,25,Female,Sophomore,Engineering,833,56,3133,615,147,298,90,201,81,30,148,345,5000,450,42,121,Cash,10757,717.1333333
398,22,Female,Freshman,Computer Science,713,382,4116,592,329,298,120,269,46,53,230,345,5000,450,57,153,Credit/Debit Card,12440,829.3333333
399,20,Male,Junior,Economics,1268,475,5900,661,264,298,157,258,52,38,167,345,5000,450,174,44,Cash,14283,952.2
400,19,Non-binary,Freshman,Biology,819,615,5075,858,153,298,200,115,76,90,139,345,5000,450,154,44,Mobile Payment App,13612,907.4666667
401,18,Male,Senior,Economics,1268,324,3788,483,339,298,159,120,55,22,212,345,5000,450,173,78,Credit/Debit Card,11846,789.7333333
402,18,Female,Senior,Engineering,1486,705,4043,661,178,298,64,276,80,69,144,345,5000,450,115,26,Mobile Payment App,12454,830.2666667
403,24,Male,Freshman,Computer Science,1005,536,3944,687,262,298,148,200,138,53,146,345,5000,450,194,80,Cash,12481,832.0666667
404,25,Female,Senior,Economics,1205,837,3014,593,183,298,142,112,77,59,209,345,5000,450,145,78,Credit/Debit Card,11542,769.4666667
405,24,Male,Senior,Engineering,1356,858,5137,747,109,298,170,153,46,40,131,345,5000,450,85,120,Mobile Payment App,13689,912.6
